[-0.00098053 -0.05160702 -0.00482875],[ 0.04798888 -0.06810607  0.03379783],[ 0.00482466 -0.05462389  0.00033944],[-0.09296166 -0.01759497 -0.03040999],[-0.02680517  0.04160986  0.01196334],[-0.0036885   0.04052905  0.0415193 ],[-0.01281731  0.04555672 -0.02707083],[ 0.06687902  0.15855496 -0.07678622],[ 0.07287606  0.08894029 -0.05959264],[ 0.03817208  0.04453561 -0.03216963],[0.13203473 0.04987309 0.04426907],[ 0.12564601  0.04360236 -0.00945814],[ 0.18628839  0.05665112 -0.04710542],[ 0.19965545  0.15563496 -0.06906383],[ 0.12559458  0.1299677  -0.0432885 ],[0.10126563 0.0965762  0.01066606],[0.19375359 0.10532915 0.08496023],[0.21164551 0.11014564 0.14603194],[0.14975654 0.11060064 0.08635964],[0.1434148  0.02184293 0.02606463]
[ 0.94891916  0.88864364 -0.95976574],[ 0.91116531  0.92846456 -0.95898552],[ 0.8693969   0.82091458 -0.93684287],[ 0.91349517  0.80305319 -1.        ],[ 0.93142026  0.78336057 -1.        ],[ 0.9484439   0.79045847 -1.        ],[ 0.89131898  0.78167795 -0.96380709],[ 0.83856848  0.79356528 -1.        ],[ 0.85469062  0.88794541 -1.        ],[ 0.87976384  0.82303922 -1.        ],[ 0.81809962  0.86077111 -1.        ],[ 0.80096512  0.89523476 -1.        ],[ 0.75495257  0.9668798  -1.        ],[ 0.77671462  1.         -1.        ],[ 0.86941628  1.         -1.        ],[ 0.83636901  0.99851119 -1.        ],[ 0.86306001  0.94938051 -1.        ],[ 0.90770609  0.98161014 -1.        ],[ 0.86323874  0.98406367 -1.        ],[ 0.77988217  0.97465709 -1.        ]
[ 0.91521111  1.         -0.99726449],[ 0.93971761  1.         -0.97803974],[ 1.          1.         -0.99455161],[ 0.98102513  0.99944929 -1.        ],[ 0.94227292  1.         -1.        ],[ 0.95981406  1.         -1.        ],[ 0.98723082  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.99395851 -1.        ],[ 1.  1. -1.],[ 1.          0.96423445 -1.        ],[ 1.          0.92404324 -1.        ],[ 1.         0.8967439 -1.       ],[ 1.          0.86286797 -1.        ],[ 1.          0.86557634 -1.        ],[ 1.          0.90164846 -1.        ],[ 1.          0.91807479 -1.        ]
[ 1.          1.         -0.93658479],[ 1.          1.         -0.92668384],[ 0.96511928  1.         -0.89306611],[ 0.96342837  1.         -0.9184073 ],[ 0.90610631  1.         -0.90711933],[ 0.86585028  1.         -0.88406627],[ 0.83704292  1.         -0.85656129],[ 0.74045621  1.         -0.8970231 ],[ 0.76166297  1.         -0.92355172],[ 0.71443813  1.         -0.94716737],[ 0.78366912  1.         -0.94822798],[ 0.88682462  1.         -0.98669404],[ 0.83898804  1.         -0.99858615],[ 0.75548853  1.         -1.        ],[ 0.7427454  1.        -1.       ],[ 0.76242273  1.         -0.9801279 ],[ 0.73198366  1.         -1.        ],[ 0.72406728  1.         -0.94321881],[ 0.70670491  1.         -0.93808829],[ 0.70886513  1.         -1.        ]
[ 0.94932569  1.         -1.        ],[ 0.99102266  1.         -1.        ],[ 1.  1. -1.],[ 1.          1.         -0.98772047],[ 0.98276258  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.97093071  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.93655804],[ 1.          1.         -0.90929396],[ 1.          0.97031374 -0.95611805],[ 1.          0.99960768 -0.94689394],[ 1.          0.99546944 -0.84113537],[ 0.99098931  1.         -0.90307853],[ 0.98660924  1.         -0.87781862],[ 0.96105579  1.         -0.96489822],[ 0.99637248  1.         -1.        ]
[ 0.98274209  0.9908397  -0.98034568],[ 0.9916246  0.9672501 -0.9423493],[ 0.94939171  0.96897285 -0.92735141],[ 0.97325376  0.94885931 -0.9191112 ],[ 1.          0.99445903 -0.87217598],[ 0.96385035  0.95317908 -0.81401127],[ 0.99143363  0.93561909 -0.81520024],[ 0.93809128  0.98764695 -0.79859542],[ 0.93886736  0.94782845 -0.78425108],[ 0.94449047  0.92922679 -0.77802937],[ 1.          0.95270704 -0.87977782],[ 1.          0.93073235 -0.92225589],[ 1.          0.92766694 -0.99581262],[ 1.          0.95179902 -0.95095598],[ 1.          0.90604056 -0.99790198],[ 1.         0.8750799 -1.       ],[ 1.          0.77999279 -0.99127032],[ 1.          0.80916516 -0.9453953 ],[ 1.          0.88736687 -0.8837018 ],[ 1.          0.86481393 -0.78087519]
[ 1.          0.98826504 -0.93132113],[ 1.          0.93722262 -0.84910326],[ 1.          0.85844839 -0.84788368],[ 1.          0.88116887 -0.82255167],[ 1.          0.90811221 -0.89979769],[ 1.          0.8870514  -0.95959808],[ 1.          0.87282724 -0.94102717],[ 1.          0.92878602 -0.99626567],[ 1.          0.79234077 -1.        ],[ 1.          0.76559295 -0.97904427],[ 1.          0.79044127 -0.95596097],[ 1.          0.80274377 -0.99333301],[ 1.          0.78566672 -1.        ],[ 1.          0.71693649 -0.99522588],[ 1.          0.7139005  -0.98194383],[ 1.          0.7401936  -0.96682518],[ 0.99353178  0.72878106 -1.        ],[ 1.          0.69211101 -1.        ],[ 0.99446863  0.69629185 -1.        ],[ 0.93436323  0.73913681 -1.        ]
[ 0.93464271  0.95172205 -1.        ],[ 0.81619121  0.97083595 -1.        ],[ 0.82658437  1.         -1.        ],[ 0.71887135  1.         -1.        ],[ 0.69654806  1.         -1.        ],[ 0.63249392  1.         -1.        ],[ 0.55880345  1.         -1.        ],[ 0.58626828  1.         -1.        ],[ 0.52451397  1.         -1.        ],[ 0.49898079  1.         -1.        ],[ 0.48950904  1.         -1.        ],[ 0.51679673  1.         -1.        ],[ 0.45200145  1.         -1.        ],[ 0.33896235  0.99052681 -1.        ],[ 0.3802505  1.        -1.       ],[ 0.34112077  1.         -1.        ],[ 0.3024842  1.        -1.       ],[ 0.325674  1.       -1.      ],[ 0.28622927  1.         -1.        ],[ 0.28769786  1.         -1.        ]
[ 0.9794421   0.95860306 -0.98024526],[ 0.86869599  0.98089096 -0.9864862 ],[ 0.88403845  1.         -0.96071328],[ 0.8444455   0.83151873 -0.92728239],[ 0.88234052  0.85744294 -0.93709782],[ 0.92962098  0.79323823 -0.94298066],[ 0.90239088  0.77910846 -0.94868413],[ 0.97629803  0.7610763  -0.91697546],[ 1.          0.84033005 -0.95505524],[ 1.          0.81340672 -0.91407055],[ 1.          0.79772518 -0.91990005],[ 1.          0.7949333  -0.93130533],[ 0.99827862  0.79784701 -0.84668949],[ 1.          0.78956325 -0.90977744],[ 1.          0.81820979 -0.94122481],[ 1.          0.83257725 -0.95772664],[ 1.          0.84717776 -0.94242497],[ 1.          0.88400633 -0.89031699],[ 1.          0.91440802 -0.92002752],[ 1.          0.87450467 -0.90055805]
[ 0.98339691  0.99792302 -1.        ],[ 1.          0.97618683 -1.        ],[ 1.  1. -1.],[ 0.9712896   1.         -0.97654627],[ 0.93061846  1.         -1.        ],[ 0.97590573  0.99994937 -0.97941829],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.98453782  0.88535996 -1.        ],[ 0.95116309  0.79834694 -1.        ],[ 1.         0.7346041 -1.       ],[ 1.         0.7333208 -1.       ],[ 1.          0.64895286 -1.        ],[ 1.          0.70064119 -1.        ],[ 1.          0.67936837 -1.        ],[ 1.          0.70587525 -1.        ],[ 1.          0.67700569 -1.        ],[ 1.          0.67025571 -1.        ]
[ 1.          0.99732141 -0.98762841],[ 0.91369983  1.         -1.        ],[ 0.88777495  0.98541278 -0.976445  ],[ 0.79101539  0.92704554 -0.98306785],[ 0.78050183  0.95616013 -0.95011833],[ 0.77712304  0.95654157 -0.8812973 ],[ 0.70559927  0.89917567 -0.8950491 ],[ 0.76543835  0.86554391 -0.95157059],[ 0.74189837  0.91602487 -1.        ],[ 0.82294964  0.91189773 -1.        ],[ 0.82120472  0.88130875 -1.        ],[ 0.81608387  0.88010861 -1.        ],[ 0.86857801  0.91946528 -1.        ],[ 0.81199819  1.         -1.        ],[ 0.78134698  1.         -1.        ],[ 0.84758192  0.93066048 -0.99059716],[ 0.85199316  0.97846842 -0.98157508],[ 0.87472739  1.         -1.        ],[ 0.87403425  1.         -1.        ],[ 0.87771797  0.99717286 -1.        ]
[ 1.         0.9586106 -1.       ],[ 1.          0.94945738 -1.        ],[ 1.          0.97950649 -0.9848046 ],[ 0.99476436  0.95859781 -0.92570062],[ 1.          0.86686588 -0.83706376],[ 0.98012189  0.90684733 -0.74569689],[ 0.9936399   0.89717859 -0.82751128],[ 1.          0.83041914 -0.80429279],[ 1.          0.81848521 -0.82619621],[ 1.          0.83992724 -0.88479384],[ 1.          0.89284966 -0.95296397],[ 0.9729668   0.83668131 -1.        ],[ 0.90886501  0.91983625 -0.97801679],[ 0.84779049  0.91747092 -1.        ],[ 0.82692364  0.9049633  -1.        ],[ 0.89119968  0.86544353 -0.95391235],[ 0.90663621  0.83235156 -1.        ],[ 0.86323164  0.86022768 -0.97297018],[ 0.90901397  0.87621033 -1.        ],[ 0.90023771  0.89931429 -1.        ]
[ 1.          0.95230059 -0.93044513],[ 1.          0.90408796 -0.95030272],[ 1.          0.9568635  -0.99072137],[ 1.          0.95326101 -1.        ],[ 1.          0.93136382 -1.        ],[ 1.          0.94757084 -1.        ],[ 1.          0.99241359 -1.        ],[ 1.          0.93269265 -1.        ],[ 0.90578243  0.93203835 -1.        ],[ 0.86028852  0.8849907  -1.        ],[ 0.85708766  0.9595788  -1.        ],[ 0.89696982  0.93097845 -1.        ],[ 0.91683553  0.88799735 -1.        ],[ 0.91538161  0.86278454 -1.        ],[ 0.9618707   0.88554175 -1.        ],[ 0.97759447  0.92254864 -1.        ],[ 0.99193082  0.86248531 -1.        ],[ 0.94917693  0.84381255 -1.        ],[ 1.         0.8528258 -1.       ],[ 1.          0.90484801 -1.        ]
[ 0.9668441   0.96687512 -0.99023656],[ 0.94073628  1.         -1.        ],[ 1.          0.97779442 -0.96298971],[ 0.96860192  1.         -1.        ],[ 0.99336926  0.96535398 -1.        ],[ 1.          0.99831935 -1.        ],[ 1.  1. -1.],[ 0.98809261  1.         -1.        ],[ 0.96029632  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.]
[ 1.          0.98120911 -0.91779425],[ 1.          0.97513348 -0.92024803],[ 1.          0.98273413 -0.88126661],[ 1.          0.98383703 -0.83869417],[ 1.          0.97013651 -0.76689941],[ 1.          1.         -0.75023513],[ 1.          0.93956454 -0.72833329],[ 1.          0.92279064 -0.66542472],[ 1.          0.99078812 -0.66506777],[ 1.          1.         -0.57549572],[ 1.          1.         -0.64960856],[ 1.          1.         -0.60153272],[ 1.          0.88283258 -0.66766488],[ 1.          0.88856086 -0.63834061],[ 1.          0.89495316 -0.62256994],[ 1.          0.79034767 -0.63065154],[ 1.          0.76179306 -0.65710134],[ 1.          0.76526366 -0.58166403],[ 1.          0.76526211 -0.57225809],[ 1.          0.78568972 -0.55383131]
[ 0.91794822  0.89033122 -1.        ],[ 0.97659038  0.86514552 -1.        ],[ 0.92789487  0.91834327 -1.        ],[ 0.85644768  0.87655977 -1.        ],[ 0.90973693  0.87800157 -0.98108656],[ 0.89180306  0.90413396 -0.96559284],[ 0.96002751  0.90517447 -0.97103456],[ 0.98625069  0.93551044 -0.92553876],[ 0.95810128  0.95664287 -0.91639976],[ 1.          1.         -0.98149517],[ 1.          0.9279379  -0.99645951],[ 0.99006893  0.89998172 -1.        ],[ 1.          0.96255013 -1.        ],[ 1.          0.94891237 -0.99868407],[ 1.          0.88570165 -1.        ],[ 1.          0.83328231 -1.        ],[ 1.          0.81920879 -0.91543998],[ 1.          0.86633886 -0.91604619],[ 1.          0.8450297  -0.91898525],[ 1.          0.87836504 -0.97625207]
[ 0.97182302  1.         -1.        ],[ 0.99456674  1.         -0.98355617],[ 1.         1.        -0.9879249],[ 1.  1. -1.],[ 0.983914   1.        -0.9710607],[ 0.99482885  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.99807813 -1.        ],[ 1.          0.98713988 -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.96585615 -1.        ],[ 1.          1.         -0.99735283],[ 1.          1.         -0.84607566],[ 1.          1.         -0.82795948],[ 1.          1.         -0.90085833]
[ 0.98440156  0.95186643 -1.        ],[ 1.          0.88254285 -1.        ],[ 1.          0.86043531 -1.        ],[ 1.          0.82990737 -1.        ],[ 1.          0.88391802 -1.        ],[ 1.          0.92767328 -1.        ],[ 1.          0.90135154 -1.        ],[ 1.          0.91804288 -1.        ],[ 1.          0.82657044 -1.        ],[ 1.          0.74537596 -1.        ],[ 1.          0.80388337 -1.        ],[ 1.          0.83947548 -1.        ],[ 1.          0.77913831 -1.        ],[ 1.         0.7545916 -1.       ],[ 1.          0.70065287 -1.        ],[ 1.         0.6852806 -1.       ],[ 1.          0.72348011 -1.        ],[ 1.          0.62921741 -1.        ],[ 1.          0.61298895 -1.        ],[ 1.          0.63954854 -1.        ]
[ 1.          0.97096075 -0.95005629],[ 1.          0.98086583 -0.90073962],[ 1.          1.         -0.91668318],[ 1.          0.92786359 -0.93679888],[ 1.          0.98244142 -0.93553496],[ 1.          0.99146757 -0.98898182],[ 1.          0.992478   -0.99120881],[ 0.99454397  0.95069181 -0.99072043],[ 1.          0.95305303 -0.96516247],[ 1.          0.9849699  -0.96714763],[ 1.          0.87490799 -0.8861003 ],[ 1.          0.89266649 -0.88771901],[ 1.          0.86052331 -0.9143289 ],[ 1.          0.89650896 -0.90583819],[ 1.          0.92063793 -0.91852721],[ 1.          0.99044991 -0.91634293],[ 1.          0.96565244 -0.94534762],[ 0.93888667  0.97204199 -0.88628957],[ 0.90085645  0.85878503 -0.93613127],[ 0.88595242  0.81745163 -0.87547266]
[ 0.93706144  1.         -0.94211853],[ 0.98129425  1.         -0.9194943 ],[ 0.98141572  0.99579305 -0.86453279],[ 1.          1.         -0.86779472],[ 1.          0.94099105 -0.83065653],[ 1.          0.92252555 -0.92674837],[ 1.          0.9576463  -0.91828737],[ 1.          0.93415463 -0.99841358],[ 1.          0.97528398 -1.        ],[ 1.          0.99471699 -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.96086045  1.         -1.        ],[ 0.97573529  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.99744712  1.         -1.        ],[ 0.94534911  1.         -1.        ]
[ 1.  1. -1.],[ 0.95880667  0.91333695 -0.99331583],[ 0.92970651  0.79846365 -0.96575705],[ 0.94975029  0.7721084  -0.91365052],[ 0.96769244  0.78934471 -0.87721645],[ 1.          0.80195732 -0.88242607],[ 1.          0.74021118 -0.88707357],[ 1.          0.80599661 -0.88023964],[ 1.          0.81770962 -0.84247416],[ 1.          0.88845704 -0.84369241],[ 1.          0.92054703 -0.83933008],[ 1.          0.88007335 -0.84024514],[ 1.          0.8746799  -0.89874392],[ 1.          0.91296698 -0.88920372],[ 1.          0.89802894 -0.86557988],[ 1.          0.90703277 -0.83475903],[ 1.          0.88012094 -0.84815946],[ 1.          0.94364399 -0.87745571],[ 0.92853865  0.93658475 -0.95405943],[ 0.96246201  1.         -0.92317174]
[ 1.          0.98241744 -0.96492894],[ 1.          0.96261236 -0.93883308],[ 1.          0.88483167 -0.94691138],[ 1.          0.90943508 -0.98563909],[ 1.          0.89366803 -1.        ],[ 1.          0.91611636 -1.        ],[ 1.         0.9278749 -1.       ],[ 1.  1. -1.],[ 1.          1.         -0.95376356],[ 1.          1.         -0.99999036],[ 1.          1.         -0.93223075],[ 1.          1.         -0.91708734],[ 1.          1.         -0.86269376],[ 1.          1.         -0.83984373],[ 1.          1.         -0.84875778],[ 1.          1.         -0.85747657],[ 1.          1.         -0.88050535],[ 1.         1.        -0.8214754],[ 1.          0.99120492 -0.86908282],[ 1.          0.90804741 -0.83634529]
[ 0.92703935  0.97935972 -1.        ],[ 0.84399806  0.89942377 -0.95941178],[ 0.81759443  0.88638247 -0.9334087 ],[ 0.8072822   0.90860784 -0.90381155],[ 0.84791297  0.87744914 -0.85273773],[ 0.91161092  0.86724468 -0.86057831],[ 0.96225493  0.81519267 -0.95020398],[ 0.94132994  0.78898471 -0.93257715],[ 0.93317736  0.76613988 -0.87100765],[ 0.95482948  0.75905956 -0.88987255],[ 0.89300711  0.7758153  -0.92236074],[ 0.92587933  0.78383659 -0.92117779],[ 0.91419781  0.83059751 -0.88717965],[ 0.87097245  0.88510444 -0.89063338],[ 0.93642356  0.89101497 -0.97329837],[ 0.97831784  0.93425223 -1.        ],[ 0.94958289  0.95976666 -0.90407412],[ 1.          0.94931229 -0.94650139],[ 1.          0.94368544 -0.94902796],[ 1.          1.         -0.97458579]
[ 1.          0.93674399 -1.        ],[ 1.          1.         -0.99224597],[ 1.  1. -1.],[ 1.          0.99919225 -0.94821648],[ 1.          0.9686082  -0.90471655],[ 1.          0.9757709  -0.92692784],[ 1.          0.94213695 -0.91598753],[ 1.          0.97026532 -0.89341014],[ 1.          0.89802424 -0.74297437],[ 1.          1.         -0.66643107],[ 1.          1.         -0.58993711],[ 1.          1.         -0.58389261],[ 1.          0.98862959 -0.59178828],[ 1.          0.93457665 -0.60788113],[ 1.          0.89991235 -0.63906728],[ 1.          0.84831264 -0.70557853],[ 1.          0.82174078 -0.65779101],[ 1.          0.86644381 -0.77137101],[ 1.          0.9587386  -0.74128101],[ 1.         1.        -0.7959951]
[ 0.95280358  0.9659273  -1.        ],[ 0.99835572  1.         -0.96825078],[ 1.  1. -1.],[ 0.95234917  1.         -0.97981495],[ 0.96239513  1.         -0.92865258],[ 0.91702508  1.         -0.94708342],[ 0.96683716  1.         -1.        ],[ 1.  1. -1.],[ 0.98160396  1.         -1.        ],[ 0.96660606  1.         -0.96828514],[ 0.93614829  1.         -0.9811618 ],[ 0.98570588  1.         -0.99552513],[ 0.92601583  1.         -1.        ],[ 0.95234126  1.         -1.        ],[ 0.96485444  1.         -1.        ],[ 0.94832299  1.         -1.        ],[ 0.92220669  1.         -1.        ],[ 0.90333399  1.         -1.        ],[ 0.89221193  1.         -0.98164073],[ 0.91922082  1.         -0.92823245]
[ 0.83246976  0.96193983 -1.        ],[ 0.84852725  0.94147089 -1.        ],[ 0.88312265  0.92057698 -1.        ],[ 0.82653763  0.91971368 -1.        ],[ 0.85020898  0.98632063 -1.        ],[ 0.82395187  0.95157052 -1.        ],[ 0.84232956  0.98852636 -1.        ],[ 0.83158739  1.         -1.        ],[ 0.82046478  1.         -1.        ],[ 0.83209164  1.         -1.        ],[ 0.85344373  1.         -1.        ],[ 0.88058159  1.         -1.        ],[ 0.87929341  1.         -1.        ],[ 0.82514063  1.         -1.        ],[ 0.79444636  1.         -1.        ],[ 0.76516501  0.95875301 -1.        ],[ 0.77260068  0.89338514 -1.        ],[ 0.73664135  0.99511123 -1.        ],[ 0.76684382  0.98396789 -1.        ],[ 0.70632557  1.         -1.        ]
[ 1.          0.96433923 -1.        ],[ 0.97458531  1.         -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.97815571 -1.        ],[ 1.          1.         -0.93213421],[ 1.          0.99153435 -0.90777803],[ 1.          1.         -0.88092027],[ 1.          1.         -0.87443172],[ 1.         1.        -0.8602629],[ 1.          1.         -0.84392478],[ 1.          1.         -0.83925367],[ 1.          1.         -0.88748255],[ 1.          0.96618176 -0.88107647],[ 1.          0.94790771 -0.92155833],[ 1.          0.90908419 -0.88839323],[ 1.          0.84623608 -0.88663267],[ 1.          0.82941047 -0.84211011],[ 1.          0.82264806 -0.91106332],[ 1.          0.80425346 -0.89635902]
[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.99184994  1.         -1.        ],[ 0.98510315  1.         -1.        ],[ 0.92120386  1.         -1.        ],[ 0.89713201  1.         -1.        ],[ 0.93817032  1.         -1.        ],[ 0.80613713  0.99424558 -1.        ],[ 0.84970483  0.93079729 -1.        ],[ 0.79990401  0.85814164 -1.        ],[ 0.79763769  0.85628547 -1.        ],[ 0.84627133  0.89587343 -1.        ],[ 0.84541051  0.88483704 -1.        ],[ 0.92857837  0.90839156 -1.        ],[ 0.90628321  0.82791636 -1.        ],[ 0.89214346  0.83945322 -1.        ],[ 0.95481422  0.9455933  -0.98508077],[ 0.94158289  0.97137679 -1.        ],[ 0.97131742  1.         -1.        ]
[ 1.          0.98510232 -0.99709435],[ 1.          0.94123944 -0.99078088],[ 1.          0.95723483 -0.96659032],[ 1.          0.96979242 -0.91527018],[ 1.          0.91152952 -0.9513231 ],[ 1.          0.94434227 -0.96723789],[ 1.          0.99478636 -1.        ],[ 1.          1.         -0.96035129],[ 1.          1.         -0.95330312],[ 1.          1.         -0.88271783],[ 1.          0.95545847 -0.80986476],[ 1.         1.        -0.7866919],[ 1.          1.         -0.88097001],[ 1.          1.         -0.87070484],[ 1.          1.         -0.86210932],[ 1.          1.         -0.93942946],[ 1.          1.         -0.92750033],[ 1.          1.         -0.88958511],[ 1.          1.         -0.97114476],[ 1.  1. -1.]
[ 0.98947195  0.95723292 -0.99489662],[ 1.          0.95725317 -0.94390068],[ 1.          0.97996061 -0.91871755],[ 1.          1.         -0.89931877],[ 1.          0.98999715 -0.94207283],[ 1.  1. -1.],[ 1.          0.97679562 -1.        ],[ 1.          0.97240699 -1.        ],[ 1.          1.         -0.97429734],[ 1.          1.         -0.95037267],[ 1.          1.         -0.94875874],[ 1.         1.        -0.9638083],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.97091515],[ 1.          1.         -0.91555232],[ 1.          1.         -0.92529087],[ 1.          1.         -0.91565643],[ 1.          1.         -0.98951297],[ 1.          1.         -0.93352843]
[ 0.97728722  0.93734953 -1.        ],[ 1.  1. -1.],[ 1.          0.94986608 -1.        ],[ 1.          0.95467005 -1.        ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.98839056],[ 0.95398865  0.96423601 -1.        ],[ 0.93373869  0.99233081 -0.98842648],[ 0.99437354  0.98449446 -0.98617341],[ 0.96122158  1.         -0.96772355],[ 1.          0.97938036 -0.98309458],[ 0.99820301  1.         -1.        ],[ 0.95286595  1.         -0.94813004],[ 0.89842769  1.         -0.87682141],[ 0.85040876  1.         -0.92864058],[ 0.8118967   1.         -0.92907363],[ 0.782815    1.         -0.94679915]
[ 1.          0.98127296 -1.        ],[ 1.          0.9333738  -0.96079312],[ 1.          0.89984241 -0.9188335 ],[ 0.97742764  0.94303683 -0.90656304],[ 0.89097154  0.95583587 -0.84172687],[ 0.83585094  0.79349691 -0.84387158],[ 0.76391191  0.83313818 -0.91810587],[ 0.72932172  0.91976144 -0.994779  ],[ 0.75584562  0.85186354 -1.        ],[ 0.69495276  0.93340595 -0.92409903],[ 0.64407347  0.86231334 -0.92542664],[ 0.67797761  0.7992814  -0.917807  ],[ 0.68055002  0.85880117 -0.89418948],[ 0.69591738  0.97946755 -0.86579781],[ 0.73538217  1.         -0.88875618],[ 0.72781063  1.         -0.83309248],[ 0.78632481  1.         -0.81520023],[ 0.73611065  1.         -0.79462202],[ 0.68993035  0.96111763 -0.75987989],[ 0.73225415  0.96948995 -0.61278454]
[ 1.          0.98928286 -1.        ],[ 1.          1.         -0.99015784],[ 1.          1.         -0.93948716],[ 1.          1.         -0.90802203],[ 1.          0.9990095  -0.91644285],[ 0.98575098  0.95937487 -0.94588653],[ 0.99150202  0.98623974 -0.92690016],[ 0.96945579  0.99974975 -0.92914742],[ 0.89839696  0.97493871 -1.        ],[ 0.87851683  1.         -0.99607203],[ 0.91298579  1.         -1.        ],[ 0.9467862   0.92291553 -1.        ],[ 0.98876147  0.99652405 -1.        ],[ 1.          0.96721214 -1.        ],[ 1.         0.9617594 -1.       ],[ 1.          0.9861841  -0.98597562],[ 1.         1.        -0.9694648],[ 1.          0.93035015 -0.96390835],[ 1.          0.88545177 -1.        ],[ 1.          0.84224784 -1.        ]
[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.98865865 -1.        ],[ 0.99924443  0.91769144 -1.        ],[ 1.          0.89302649 -1.        ],[ 1.          0.93023426 -1.        ],[ 1.         0.8969675 -1.       ],[ 0.96746648  0.91353438 -1.        ],[ 1.          0.84673476 -1.        ],[ 1.          0.77924861 -1.        ],[ 1.          0.70062979 -1.        ],[ 1.          0.68007685 -1.        ],[ 1.          0.59603984 -1.        ],[ 1.          0.55774279 -1.        ],[ 1.          0.52240562 -1.        ],[ 1.         0.4120188 -1.       ],[ 1.         0.3713933 -1.       ],[ 1.          0.34571731 -1.        ],[ 1.          0.34458755 -1.        ]
[ 0.96405161  1.         -1.        ],[ 0.90745329  0.98583736 -1.        ],[ 0.86150133  1.         -1.        ],[ 0.9009264   0.99596992 -1.        ],[ 0.86035857  1.         -1.        ],[ 0.78868999  1.         -1.        ],[ 0.76669021  1.         -1.        ],[ 0.68861579  1.         -1.        ],[ 0.68741069  1.         -1.        ],[ 0.69642833  1.         -1.        ],[ 0.6458093  1.        -1.       ],[ 0.61008521  1.         -1.        ],[ 0.50193423  1.         -1.        ],[ 0.54111092  1.         -1.        ],[ 0.43483098  0.97705368 -1.        ],[ 0.46063263  0.92244342 -1.        ],[ 0.50650462  0.88621369 -1.        ],[ 0.43290821  0.94117972 -1.        ],[ 0.45356404  0.96525058 -1.        ],[ 0.4612579   0.88445182 -1.        ]
[ 0.99135055  0.96238467 -0.98866891],[ 0.98693721  0.95455795 -0.99900918],[ 0.92613499  0.95766113 -1.        ],[ 0.89802624  1.         -1.        ],[ 0.87554076  1.         -0.99194509],[ 0.85515685  1.         -1.        ],[ 0.73821214  1.         -1.        ],[ 0.81848214  1.         -1.        ],[ 0.93044721  1.         -1.        ],[ 0.87575499  0.94637821 -1.        ],[ 0.86305238  0.93382942 -1.        ],[ 0.80678324  0.92285517 -1.        ],[ 0.70972386  0.90942003 -1.        ],[ 0.78135065  0.8756055  -1.        ],[ 0.80155842  0.92526819 -1.        ],[ 0.80248612  0.93871181 -1.        ],[ 0.84529355  0.92296791 -1.        ],[ 0.8329929   0.95241631 -1.        ],[ 0.83173632  0.96690265 -1.        ],[ 0.90007811  0.8975025  -1.        ]
[ 1.          0.99501043 -0.95053854],[ 1.          0.92268479 -1.        ],[ 1.          0.90905237 -0.97238404],[ 1.          0.90279044 -0.96489625],[ 1.          0.85685539 -1.        ],[ 1.          0.85502417 -1.        ],[ 1.          0.84957712 -1.        ],[ 1.          0.92056139 -1.        ],[ 1.          0.88092654 -1.        ],[ 1.          0.88463756 -1.        ],[ 1.          0.96574558 -1.        ],[ 1.          0.88009549 -1.        ],[ 1.          0.83215537 -1.        ],[ 1.          0.78199794 -1.        ],[ 1.          0.85264001 -1.        ],[ 1.          0.88041962 -1.        ],[ 1.          0.82073784 -1.        ],[ 1.          0.72656497 -1.        ],[ 1.          0.79030242 -1.        ],[ 1.          0.79497421 -1.        ]
