Warning: Gym version v0.24.0 has a number of critical issues with `gym.make` such that the `reset` and `step` functions are called before returning the environment. It is recommend to downgrading to v0.23.1 or upgrading to v0.25.1
2024-02-13 11:44:03.474303: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-02-13 11:44:08.675258: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 30977 MB memory:  -> device: 0, name: Tesla V100-SXM2-32GB, pci bus id: 0000:18:00.0, compute capability: 7.0
2024-02-13 11:44:17.836456: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8200
==== Experiment:  DRQN_PSO_F19
==== Args used:
Namespace(network_type='DRQN', algorithm='PSO', func_num=19, num_episodes=10, num_swarm_obs_intervals=10, swarm_obs_interval_length=60, train=True, steps=20000)
==== Remaining (Unknown) Args:
[]
>> Training mode. Number of Steps to Train: 20000
>> Evaluation Interval: 500
>> Logging Interval: 200
>> Number of Episodes per Iteration: 10
=== Function Evaluation Budget: 30 dimensions x 10 000/dim = 300000 Function Evaluations
=== Observations Per Episode: 10 Number of Swarm Observation Intervals per Episode x 60 Number of Observations in each Interval  = 600  Observations per Episode
=== Function Evaluation Allocation: 50 Swarm Size (# Particles) x 10 Episodes x 600 Observations per Episode  = 300000 Function Evaluations

num_actions: 5
Episode#5570 Reward:-3.7242785692214966
Episode#5571 Reward:-3.3142797690816224
Episode#5572 Reward:-5.423001468414441
Episode#5573 Reward:-2.9753201007843018
Episode#5574 Reward:-6.134695821572677
Episode#5575 Reward:-8.074499130249023
Episode#5576 Reward:-4.6362101571467065
Episode#5577 Reward:-7.231635794621127
Episode#5578 Reward:-4.911036252975464
Episode#5579 Reward:-8.457061499357224
Episode#5580 Reward:-8.444321669638157
Episode#5581 Reward:-3.7603373527526855
Episode#5582 Reward:-5.636460322886705
Episode#5583 Reward:-3.9570890851318836
Episode#5584 Reward:-2.9645734391815495
Episode#5585 Reward:-2.886891145724803
Episode#5586 Reward:-6.443560421466827
Episode#5587 Reward:-15.675533805409941
Episode#5588 Reward:-3.271380913327448
Episode#5589 Reward:-4.262194633483887
Episode#5590 Reward:-6.377748439088464
Episode#5591 Reward:-3.8863933086395264
Episode#5592 Reward:-3.544746639789082
Episode#5593 Reward:-2.8672853164514436
Episode#5594 Reward:-3.5076991841197014
Episode#5595 Reward:-3.03460894851014
Episode#5596 Reward:-7.105757474899292
Episode#5597 Reward:-3.0749311447143555
Episode#5598 Reward:-3.262577334418893
Episode#5599 Reward:-3.290735923597822
step = 5600: loss = 0.0001436937163816765
Episode#5600 Reward:-4.641265869140625
Episode#5601 Reward:-4.069509446620941
Episode#5602 Reward:-4.706418991088867
Episode#5603 Reward:-3.5239646965491715
Episode#5604 Reward:-3.4033177617238835
Episode#5605 Reward:-2.4219900369644165
Episode#5606 Reward:-5.11742639541626
Episode#5607 Reward:-1.8553473204374313
Episode#5608 Reward:-2.8687648696359247
Episode#5609 Reward:-4.009490970813204
Episode#5610 Reward:-3.213117837905884
Episode#5611 Reward:-2.120056494430173
Episode#5612 Reward:-7.102030110545456
Episode#5613 Reward:-5.038456439971924
Episode#5614 Reward:-9.11256217956543
Episode#5615 Reward:-3.482125424547121
Episode#5616 Reward:-4.130954590626061
Episode#5617 Reward:-3.639586859731935
Episode#5618 Reward:-3.625440831296146
Episode#5619 Reward:-2.507402351126075
Episode#5620 Reward:-2.2502140900869563
Episode#5621 Reward:-4.763264313573018
Episode#5622 Reward:-5.908423237968236
Episode#5623 Reward:-4.004349231719971
Episode#5624 Reward:-3.694258929506759
Episode#5625 Reward:-3.1424167468212545
Episode#5626 Reward:-4.922598994082364
Episode#5627 Reward:-4.635718885809183
Episode#5628 Reward:-3.6710092006251216
Episode#5629 Reward:-1.9801419480354525
Episode#5630 Reward:-7.147267607026151
Episode#5631 Reward:-3.3069677433231845
Episode#5632 Reward:-3.712246278533712
Episode#5633 Reward:-2.5214996399590746
Episode#5634 Reward:-4.017801784910262
Episode#5635 Reward:-4.310587548272451
Episode#5636 Reward:-5.081950981949376
Episode#5637 Reward:-2.6091082096099854
Episode#5638 Reward:-4.451695463203976
Episode#5639 Reward:-3.568403691519052
Episode#5640 Reward:-2.105711162497755
Episode#5641 Reward:-1.9057441595941782
Episode#5642 Reward:-2.9686001582304016
Episode#5643 Reward:-1.6976905087940395
Episode#5644 Reward:-3.9048856664448977
Episode#5645 Reward:-2.879812030121684
Episode#5646 Reward:-3.7925952672958374
Episode#5647 Reward:-5.874570846557617
Episode#5648 Reward:-3.6599038168787956
Episode#5649 Reward:-2.7703731194487773
Episode#5650 Reward:-2.936444745399058
Episode#5651 Reward:-3.645803231280297
Episode#5652 Reward:-3.4571226686239243
Episode#5653 Reward:-2.271642027888447
Episode#5654 Reward:-4.13886471092701
Episode#5655 Reward:-4.321462631225586
Episode#5656 Reward:-4.0109604260651395
Episode#5657 Reward:-4.66065639257431
Episode#5658 Reward:-5.345851182937622
Episode#5659 Reward:-4.878523092716932
Episode#5660 Reward:-5.505947113037109
Episode#5661 Reward:-5.356836313432723
Episode#5662 Reward:-9.25909423828125
Episode#5663 Reward:-3.638177036307752
Episode#5664 Reward:-2.731883693486452
Episode#5665 Reward:-2.141337037086487
Episode#5666 Reward:-3.8531697381986305
Episode#5667 Reward:-2.774353879969567
Episode#5668 Reward:-4.8881310251308605
Episode#5669 Reward:-3.8466992566827685
Episode#5670 Reward:-2.5840649977326393
Episode#5671 Reward:-5.857041462499183
Episode#5672 Reward:-2.971755623817444
Episode#5673 Reward:-2.797179251909256
Episode#5674 Reward:-3.5791268246248364
Episode#5675 Reward:-3.539745569229126
Episode#5676 Reward:-3.1503320913761854
Episode#5677 Reward:-3.0869648531079292
Episode#5678 Reward:-2.868112254422158
Episode#5679 Reward:-3.595402702689171
Episode#5680 Reward:-3.373571991920471
Episode#5681 Reward:-5.1885495241731405
Episode#5682 Reward:-3.4934101210092194
Episode#5683 Reward:-5.988939560949802
Episode#5684 Reward:-5.7370285987854
Episode#5685 Reward:-5.293968200683594
Episode#5686 Reward:-2.987035794489202
Episode#5687 Reward:-2.126224724110216
Episode#5688 Reward:-2.901994864922017
Episode#5689 Reward:-3.478549435734749
Episode#5690 Reward:-2.798981181316776
Episode#5691 Reward:-3.14244012767449
Episode#5692 Reward:-2.836071729660034
Episode#5693 Reward:-3.071300189709291
Episode#5694 Reward:-3.352514017140493
Episode#5695 Reward:-2.3822292760014534
Episode#5696 Reward:-3.086232326924801
Episode#5697 Reward:-3.607752561569214
Episode#5698 Reward:-3.7155821323394775
Episode#5699 Reward:-7.218229399865095
Episode#5700 Reward:-4.0614341629552655
Episode#5701 Reward:-2.853627674281597
Episode#5702 Reward:-2.544404137181118
Episode#5703 Reward:-4.559991359710693
Episode#5704 Reward:-4.196864445693791
Episode#5705 Reward:-3.449117947369814
Episode#5706 Reward:-2.5103302108218486
Episode#5707 Reward:-2.3129693884402514
Episode#5708 Reward:-2.506892672419781
Episode#5709 Reward:-2.40455289487727
Episode#5710 Reward:-2.570641666650772
Episode#5711 Reward:-4.160928726196289
Episode#5712 Reward:-4.087306825444102
Episode#5713 Reward:-3.403916358947754
Episode#5714 Reward:-4.270771700888872
Episode#5715 Reward:-4.110804378986359
Episode#5716 Reward:-3.3735070289112628
Episode#5717 Reward:-3.0203920952044427
Episode#5718 Reward:-4.297184228897095
Episode#5719 Reward:-5.213360548019409
Episode#5720 Reward:-3.021972404412736
Episode#5721 Reward:-4.47200214676559
Episode#5722 Reward:-6.112091272108955
Episode#5723 Reward:-3.171141177415848
Episode#5724 Reward:-7.41949006653158
Episode#5725 Reward:-3.364793062210083
Episode#5726 Reward:-2.5180719308555126
Episode#5727 Reward:-3.3368388223461807
Episode#5728 Reward:-2.720727276057005
Episode#5729 Reward:-2.870510003529489
Episode#5730 Reward:-1.9956907420419157
Episode#5731 Reward:-2.0730799483135343
Episode#5732 Reward:-3.269358307123184
Episode#5733 Reward:-5.768908159807324
Episode#5734 Reward:-5.375192407285795
Episode#5735 Reward:-4.37111759185791
Episode#5736 Reward:-6.359477072954178
Episode#5737 Reward:-5.633551228791475
Episode#5738 Reward:-2.5728100538253784
Episode#5739 Reward:-2.3908720314502716
Episode#5740 Reward:-4.173928637057543
Episode#5741 Reward:-3.7422141230199486
Episode#5742 Reward:-1.9088893914595246
Episode#5743 Reward:-3.953521425370127
Episode#5744 Reward:-3.5968751907348633
Episode#5745 Reward:-2.400029182434082
Episode#5746 Reward:-4.892723202705383
Episode#5747 Reward:-4.53187894821167
Episode#5748 Reward:-3.4067279249429703
Episode#5749 Reward:-3.967169761657715
Episode#5750 Reward:-2.942565068602562
Episode#5751 Reward:-3.6495393170043826
Episode#5752 Reward:-2.6130207739770412
Episode#5753 Reward:-2.9994200222754444
Episode#5754 Reward:-2.737311065196991
Episode#5755 Reward:-3.3128772638738155
Episode#5756 Reward:-3.627141231474525
Episode#5757 Reward:-4.069178516780994
Episode#5758 Reward:-3.9741420636419207
Episode#5759 Reward:-8.237448900938034
Episode#5760 Reward:-5.976331949234009
Episode#5761 Reward:-7.711878045629419
Episode#5762 Reward:-8.091986656188965
Episode#5763 Reward:-5.539373397827148
Episode#5764 Reward:-6.282192826271057
Episode#5765 Reward:-3.174792528152466
Episode#5766 Reward:-3.2694728241767734
Episode#5767 Reward:-4.122072772956017
Episode#5768 Reward:-5.144667038126499
Episode#5769 Reward:-3.8089111145527568
Episode#5770 Reward:-4.5582046589115635
Episode#5771 Reward:-2.2723626494407654
Episode#5772 Reward:-2.549832424381748
Episode#5773 Reward:-3.4466227477832945
Episode#5774 Reward:-2.9984729076968506
Episode#5775 Reward:-3.081054449081421
Episode#5776 Reward:-3.288951128721237
Episode#5777 Reward:-3.141063429415226
Episode#5778 Reward:-5.053890476701781
Episode#5779 Reward:-5.067965268623084
Episode#5780 Reward:-6.348655433859676
Episode#5781 Reward:-2.127333015203476
Episode#5782 Reward:-3.1766186952590942
Episode#5783 Reward:-2.776608467102051
Episode#5784 Reward:-5.109969139099121
Episode#5785 Reward:-1.908739043166861
Episode#5786 Reward:-2.988564090221189
Episode#5787 Reward:-4.123601915795007
Episode#5788 Reward:-4.010559469461441
Episode#5789 Reward:-3.433889217674732
Episode#5790 Reward:-3.367555022239685
Episode#5791 Reward:-2.910284235375002
Episode#5792 Reward:-2.813804930076003
Episode#5793 Reward:-3.225560262799263
Episode#5794 Reward:-4.061267770826817
Episode#5795 Reward:-3.209134547840222
Episode#5796 Reward:-2.3812354803085327
Episode#5797 Reward:-3.7735339291393757
Episode#5798 Reward:-5.182787844270933
Episode#5799 Reward:-4.518571853637695
step = 5800: loss = 0.00011238535080337897
Episode#5800 Reward:-3.4007785990834236
Episode#5801 Reward:-4.406156744982582
Episode#5802 Reward:-2.291860588826239
Episode#5803 Reward:-3.1452646981924772
Episode#5804 Reward:-3.1604535882288474
Episode#5805 Reward:-2.773626198992133
Episode#5806 Reward:-3.004164159297943
Episode#5807 Reward:-2.5965094307321124
Episode#5808 Reward:-3.6829589542467147
Episode#5809 Reward:-2.5584115013480186
Episode#5810 Reward:-3.3421013122424483
Episode#5811 Reward:-4.204768200870603
Episode#5812 Reward:-2.108818065142259
Episode#5813 Reward:-4.869198248605244
Episode#5814 Reward:-6.208074361085892
Episode#5815 Reward:-5.6519841104745865
Episode#5816 Reward:-5.797682285308838
Episode#5817 Reward:-4.646515935355865
Episode#5818 Reward:-3.6396994278766215
Episode#5819 Reward:-6.331846967339516
Episode#5820 Reward:-4.389616787433624
Episode#5821 Reward:-3.371177911758423
Episode#5822 Reward:-2.764060288667679
Episode#5823 Reward:-3.3776261657476425
Episode#5824 Reward:-2.758250566897914
Episode#5825 Reward:-5.369752976570453
Episode#5826 Reward:-5.860740661621094
Episode#5827 Reward:-6.437393665313721
Episode#5828 Reward:-3.6409027804620564
Episode#5829 Reward:-4.141915999352932
Episode#5830 Reward:-4.859449557960033
Episode#5831 Reward:-3.0549221048131585
Episode#5832 Reward:-2.870835695648566
Episode#5833 Reward:-3.802441533654928
Episode#5834 Reward:-4.131060540676117
Episode#5835 Reward:-3.5347314504906535
Episode#5836 Reward:-6.441753661027178
Episode#5837 Reward:-6.3703413009643555
Episode#5838 Reward:-3.732796311378479
Episode#5839 Reward:-4.120077013969421
Episode#5840 Reward:-3.087314204312861
Episode#5841 Reward:-3.4917696118354797
Episode#5842 Reward:-3.3229845794849098
Episode#5843 Reward:-4.57308782900509
Episode#5844 Reward:-2.4696699561318383
Episode#5845 Reward:-3.1583218574523926
Episode#5846 Reward:-3.5920664470177144
Episode#5847 Reward:-2.937577572069131
Episode#5848 Reward:-3.714387960731983
Episode#5849 Reward:-2.3411333560943604
Episode#5850 Reward:-2.604582667350769
Episode#5851 Reward:-4.614529550075531
Episode#5852 Reward:-2.629411823116243
Episode#5853 Reward:-3.1111705861985683
Episode#5854 Reward:-3.4115645587444305
Episode#5855 Reward:-3.3763949871063232
Episode#5856 Reward:-1.4176322377752513
Episode#5857 Reward:-2.482061789254658
Episode#5858 Reward:-3.1348346952836437
Episode#5859 Reward:-5.133467674255371
Episode#5860 Reward:-3.5033817440271378
Episode#5861 Reward:-2.2453217832371593
Episode#5862 Reward:-2.8322729282081127
Episode#5863 Reward:-3.0265214182436466
Episode#5864 Reward:-3.116218637675047
Episode#5865 Reward:-2.668615338858217
Episode#5866 Reward:-3.986210584640503
Episode#5867 Reward:-2.462777964770794
Episode#5868 Reward:-3.120145732536912
Episode#5869 Reward:-3.1383417548495345
Episode#5870 Reward:-3.8210513778030872
Episode#5871 Reward:-3.396568604395725
Episode#5872 Reward:-5.147524353422341
Episode#5873 Reward:-4.712242852896452
Episode#5874 Reward:-3.1933254452596884
Episode#5875 Reward:-3.4340065520209464
Episode#5876 Reward:-4.619700249422749
Episode#5877 Reward:-5.64123835042119
Episode#5878 Reward:-4.85218620300293
Episode#5879 Reward:-2.571757776895538
Episode#5880 Reward:-2.154766701598419
Episode#5881 Reward:-2.9443831273456453
Episode#5882 Reward:-4.18156897474546
Episode#5883 Reward:-5.104046480031684
Episode#5884 Reward:-3.644103616476059
Episode#5885 Reward:-3.6346177458763123
Episode#5886 Reward:-3.7491135597229004
Episode#5887 Reward:-2.9144462500698864
Episode#5888 Reward:-7.78618763976192
Episode#5889 Reward:-5.700292626657756
Episode#5890 Reward:-6.120529744075611
Episode#5891 Reward:-1.8410534858703613
Episode#5892 Reward:-2.233566239476204
Episode#5893 Reward:-3.0315360923705157
Episode#5894 Reward:-2.641240324752289
Episode#5895 Reward:-2.0967202484607697
Episode#5896 Reward:-3.411852535093203
Episode#5897 Reward:-3.284099444746971
Episode#5898 Reward:-2.539157658291515
Episode#5899 Reward:-2.9523407325614244
Episode#5900 Reward:-2.7026559859514236
Episode#5901 Reward:-4.0442986488342285
Episode#5902 Reward:-2.9900568164885044
Episode#5903 Reward:-4.128473627642961
Episode#5904 Reward:-4.236410519811898
Episode#5905 Reward:-6.563763121841475
Episode#5906 Reward:-3.6397258937358856
Episode#5907 Reward:-2.823545336141251
Episode#5908 Reward:-3.4258412005146965
Episode#5909 Reward:-3.4496602151775733
Episode#5910 Reward:-2.4692204951279564
Episode#5911 Reward:-3.208877587108873
Episode#5912 Reward:-3.755744159221649
Episode#5913 Reward:-4.878439635833274
Episode#5914 Reward:-2.2670205193571746
Episode#5915 Reward:-5.427186012268066
Episode#5916 Reward:-4.658835190339232
Episode#5917 Reward:-4.244406678713858
Episode#5918 Reward:-2.8869636356830597
Episode#5919 Reward:-3.0340015487745404
Episode#5920 Reward:-2.514315851032734
Episode#5921 Reward:-2.143431814885844
Episode#5922 Reward:-2.7646894252429774
Episode#5923 Reward:-3.9337738721369533
Episode#5924 Reward:-3.911019385792315
Episode#5925 Reward:-4.688715719617903
Episode#5926 Reward:-4.159272331511602
Episode#5927 Reward:-4.411998418858275
Episode#5928 Reward:-4.35376085533062
Episode#5929 Reward:-5.659911632537842
Episode#5930 Reward:-3.2072644137078896
Episode#5931 Reward:-4.91521081670362
Episode#5932 Reward:-3.0870182383805513
Episode#5933 Reward:-3.4576072534546256
Episode#5934 Reward:-3.1978074572980404
Episode#5935 Reward:-4.327575807459652
Episode#5936 Reward:-2.697769768004946
Episode#5937 Reward:-2.0292676389217377
Episode#5938 Reward:-3.742439503548667
Episode#5939 Reward:-2.553360614925623
Episode#5940 Reward:-3.35777869541198
Episode#5941 Reward:-2.3824802339076996
Episode#5942 Reward:-3.5865153017512057
Episode#5943 Reward:-2.8899821331724524
Episode#5944 Reward:-2.5624961713328958
Episode#5945 Reward:-4.963292842148803
Episode#5946 Reward:-3.0747971922392026
Episode#5947 Reward:-2.5181841166922823
Episode#5948 Reward:-2.2085055112838745
Episode#5949 Reward:-3.377155927475542
Episode#5950 Reward:-3.568894396070391
Episode#5951 Reward:-2.228396993712522
Episode#5952 Reward:-5.684980598693073
Episode#5953 Reward:-3.2827356457710266
Episode#5954 Reward:-5.145244987681508
Episode#5955 Reward:-2.2360555827617645
Episode#5956 Reward:-1.9530652556568384
Episode#5957 Reward:-2.6847681528888643
Episode#5958 Reward:-3.1836867186357267
Episode#5959 Reward:-2.97350420121802
Episode#5960 Reward:-4.7628618754970375
Episode#5961 Reward:-3.6048127825488336
Episode#5962 Reward:-3.7040143040940166
Episode#5963 Reward:-3.572728479281068
Episode#5964 Reward:-7.0893946441424305
Episode#5965 Reward:-2.132870703935623
Episode#5966 Reward:-4.489676157012582
Episode#5967 Reward:-5.178281687899812
Episode#5968 Reward:-5.50432676076889
Episode#5969 Reward:-4.082413839176297
Episode#5970 Reward:-2.751653508283198
Episode#5971 Reward:-3.1837013731710613
Episode#5972 Reward:-3.7727086544036865
Episode#5973 Reward:-3.4133811108767986
Episode#5974 Reward:-3.551787432283163
Episode#5975 Reward:-3.7706541661173105
Episode#5976 Reward:-6.405348584055901
Episode#5977 Reward:-5.866409972310919
Episode#5978 Reward:-8.220887184143066
Episode#5979 Reward:-2.49415421532467
Episode#5980 Reward:-5.842311434447765
Episode#5981 Reward:-4.464809137862176
Episode#5982 Reward:-3.13008576844004
Episode#5983 Reward:-3.1538705741986632
Episode#5984 Reward:-4.680344462394714
Episode#5985 Reward:-3.5726423915475607
Episode#5986 Reward:-3.9464842496672645
Episode#5987 Reward:-3.9093608260154724
Episode#5988 Reward:-3.2441408298909664
Episode#5989 Reward:-4.9822282791137695
Episode#5990 Reward:-4.563453479172608
Episode#5991 Reward:-9.83337065577507
Episode#5992 Reward:-5.67638635635376
Episode#5993 Reward:-5.050104141235352
Episode#5994 Reward:-3.0929147005081177
Episode#5995 Reward:-4.2652060750406235
Episode#5996 Reward:-3.504077196121216
Episode#5997 Reward:-4.075639620423317
Episode#5998 Reward:-4.397177336628943
Episode#5999 Reward:-2.551823392510414
step = 6000: loss = 8.036476356210187e-05
step = 6000: Average Return = -4.597813050985906
Episode#6000 Reward:-5.660425012698397
Episode#6001 Reward:-3.228499344084412
Episode#6002 Reward:-2.3950987635180354
Episode#6003 Reward:-4.744385655969381
Episode#6004 Reward:-4.13251993060112
Episode#6005 Reward:-2.176121471449733
Episode#6006 Reward:-3.142452860076446
Episode#6007 Reward:-4.180691932095215
Episode#6008 Reward:-4.292342808097601
Episode#6009 Reward:-2.304010160267353
Episode#6010 Reward:-4.43218613602221
Episode#6011 Reward:-3.9138804487884045
Episode#6012 Reward:-3.1664127660915256
Episode#6013 Reward:-5.590029862825759
Episode#6014 Reward:-2.9837576597929
Episode#6015 Reward:-2.7393644123803824
Episode#6016 Reward:-5.5764500664081424
Episode#6017 Reward:-5.239440163131803
Episode#6018 Reward:-5.418280997313559
Episode#6019 Reward:-6.042628765106201
Episode#6020 Reward:-5.908174514770508
Episode#6021 Reward:-7.819441020488739
Episode#6022 Reward:-6.052594546752516
Episode#6023 Reward:-4.359703898429871
Episode#6024 Reward:-2.9496872157324106
Episode#6025 Reward:-2.9978619017565507
Episode#6026 Reward:-3.296839263290167
Episode#6027 Reward:-3.549516662955284
Episode#6028 Reward:-4.068606704007834
Episode#6029 Reward:-2.1389333131810417
Episode#6030 Reward:-3.105734727345407
Episode#6031 Reward:-4.093392372131348
Episode#6032 Reward:-2.412725100060925
Episode#6033 Reward:-2.4564863331615925
Episode#6034 Reward:-2.853399102226831
Episode#6035 Reward:-3.425818816991523
Episode#6036 Reward:-3.67674919962883
Episode#6037 Reward:-1.8623607621411793
Episode#6038 Reward:-2.95136945694685
Episode#6039 Reward:-6.351102655753493
Episode#6040 Reward:-6.879561336760162
Episode#6041 Reward:-7.630495071411133
Episode#6042 Reward:-4.041350114262968
Episode#6043 Reward:-4.440188429900445
Episode#6044 Reward:-5.233105958905071
Episode#6045 Reward:-4.116086483001709
Episode#6046 Reward:-3.3341183066368103
Episode#6047 Reward:-3.321490647853352
Episode#6048 Reward:-3.3253043128643185
Episode#6049 Reward:-5.3795294761657715
Episode#6050 Reward:-5.8335357452742755
Episode#6051 Reward:-4.995959475636482
Episode#6052 Reward:-5.4739974439144135
Episode#6053 Reward:-3.0483668527383543
Episode#6054 Reward:-4.585380971431732
Episode#6055 Reward:-4.481044411659241
Episode#6056 Reward:-4.766723887791159
Episode#6057 Reward:-6.148132907925174
Episode#6058 Reward:-2.4634830951690674
Episode#6059 Reward:-2.647546528838575
Episode#6060 Reward:-2.0406181942671537
Episode#6061 Reward:-3.5580181140394416
Episode#6062 Reward:-5.535880386829376
Episode#6063 Reward:-3.358566601295024
Episode#6064 Reward:-2.6232579031202476
Episode#6065 Reward:-3.673857569694519
Episode#6066 Reward:-3.022016108734533
Episode#6067 Reward:-2.9397304593185254
Episode#6068 Reward:-2.59875948401168
Episode#6069 Reward:-5.036488622122647
Episode#6070 Reward:-2.1131982834776863
Episode#6071 Reward:-3.157143340446055
Episode#6072 Reward:-3.8937295852229
Episode#6073 Reward:-2.7535207777982578
Episode#6074 Reward:-3.7716634571552277
Episode#6075 Reward:-4.233550347387791
Episode#6076 Reward:-3.187711181555642
Episode#6077 Reward:-2.5460743866265148
Episode#6078 Reward:-1.7741272673010826
Episode#6079 Reward:-3.2207801868207753
Episode#6080 Reward:-3.5788137912750244
Episode#6081 Reward:-2.6319321990013123
Episode#6082 Reward:-4.761912025511265
Episode#6083 Reward:-3.401517342252191
Episode#6084 Reward:-5.011744260787964
Episode#6085 Reward:-4.8559476104564965
Episode#6086 Reward:-6.50791382038733
Episode#6087 Reward:-5.187588461871201
Episode#6088 Reward:-3.5668399333953857
Episode#6089 Reward:-4.516231311732554
Episode#6090 Reward:-3.302561853080988
Episode#6091 Reward:-2.395672934362665
Episode#6092 Reward:-2.1683056871406734
Episode#6093 Reward:-3.1279813051223755
Episode#6094 Reward:-2.280085197649896
Episode#6095 Reward:-4.07536506652832
Episode#6096 Reward:-6.216804641967599
Episode#6097 Reward:-3.246216770261526
Episode#6098 Reward:-2.082033205893822
Episode#6099 Reward:-8.07131725834006
Episode#6100 Reward:-5.21041674001026
Episode#6101 Reward:-6.781531274318695
Episode#6102 Reward:-5.8869123458862305
Episode#6103 Reward:-3.9570000767707825
Episode#6104 Reward:-2.058255701325834
Episode#6105 Reward:-3.3447155428584665
Episode#6106 Reward:-6.055611610412598
Episode#6107 Reward:-3.7306485176086426
Episode#6108 Reward:-6.083669863874093
Episode#6109 Reward:-5.207529464922118
Episode#6110 Reward:-8.196499824523926
Episode#6111 Reward:-4.161155386827886
Episode#6112 Reward:-2.931541170924902
Episode#6113 Reward:-2.9217028537532315
Episode#6114 Reward:-2.9835011698305607
Episode#6115 Reward:-4.352818711195141
Episode#6116 Reward:-4.958767842035741
Episode#6117 Reward:-6.998437881469727
Episode#6118 Reward:-7.120744451880455
Episode#6119 Reward:-3.1195669174194336
Episode#6120 Reward:-6.142295364290476
Episode#6121 Reward:-4.0853566424921155
Episode#6122 Reward:-3.2265479611232877
Episode#6123 Reward:-7.398683786392212
Episode#6124 Reward:-3.4884966015815735
Episode#6125 Reward:-3.911282399742049
Episode#6126 Reward:-3.4275755044072866
Episode#6127 Reward:-9.009153791703284
Episode#6128 Reward:-3.6645940277157933
Episode#6129 Reward:-3.6282529830932617
Episode#6130 Reward:-8.426379323005676
Episode#6131 Reward:-4.645628213882446
Episode#6132 Reward:-8.228754818439484
Episode#6133 Reward:-11.947827002964914
Episode#6134 Reward:-7.202815532684326
Episode#6135 Reward:-2.9117474298691377
Episode#6136 Reward:-4.258314497768879
Episode#6137 Reward:-3.298518091440201
Episode#6138 Reward:-2.615486044436693
Episode#6139 Reward:-4.818339705467224
Episode#6140 Reward:-3.6648248740821145
Episode#6141 Reward:-4.648082448053174
Episode#6142 Reward:-6.132655143737793
Episode#6143 Reward:-3.2470557242631912
Episode#6144 Reward:-2.6644146889448166
Episode#6145 Reward:-4.424297166522592
Episode#6146 Reward:-3.9644265323877335
Episode#6147 Reward:-2.849982261657715
Episode#6148 Reward:-4.617298165685497
Episode#6149 Reward:-2.455368636874482
Episode#6150 Reward:-4.98718206610647
Episode#6151 Reward:-2.902530223065469
Episode#6152 Reward:-2.941821702668676
Episode#6153 Reward:-4.340635253902292
Episode#6154 Reward:-3.262151563540101
Episode#6155 Reward:-8.783189891422012
Episode#6156 Reward:-4.146714256094583
Episode#6157 Reward:-3.6654614126309752
Episode#6158 Reward:-3.915566310286522
Episode#6159 Reward:-4.824220033362508
Episode#6160 Reward:-3.5382676930748858
Episode#6161 Reward:-2.8502643704414368
Episode#6162 Reward:-3.852184104034677
Episode#6163 Reward:-3.588399648666382
Episode#6164 Reward:-4.2396224650219665
Episode#6165 Reward:-6.392904421751155
Episode#6166 Reward:-3.501179141923785
Episode#6167 Reward:-5.678962257796229
Episode#6168 Reward:-3.397696614265442
Episode#6169 Reward:-3.580562555878714
Episode#6170 Reward:-3.7641194668831304
Episode#6171 Reward:-4.056383488699794
Episode#6172 Reward:-2.58008786290884
Episode#6173 Reward:-2.2302148826420307
Episode#6174 Reward:-4.264641162008047
Episode#6175 Reward:-2.573557749390602
Episode#6176 Reward:-2.3093177652917802
Episode#6177 Reward:-3.721759732812643
Episode#6178 Reward:-3.0381169505417347
Episode#6179 Reward:-3.9450566712766886
Episode#6180 Reward:-2.9913416956551373
Episode#6181 Reward:-4.106613405048847
Episode#6182 Reward:-3.128720074892044
Episode#6183 Reward:-6.541019380092621
Episode#6184 Reward:-4.735324933601078
Episode#6185 Reward:-2.875967308813415
Episode#6186 Reward:-3.608181313611567
Episode#6187 Reward:-4.763605330139399
Episode#6188 Reward:-3.2587852160231705
Episode#6189 Reward:-2.422215200960636
Episode#6190 Reward:-3.372785359621048
Episode#6191 Reward:-3.3055481910705566
Episode#6192 Reward:-2.954979620873928
Episode#6193 Reward:-2.7851036864940397
Episode#6194 Reward:-4.004395812749863
Episode#6195 Reward:-3.3743579499423504
Episode#6196 Reward:-2.3951867189025506
Episode#6197 Reward:-2.000073588336818
Episode#6198 Reward:-6.878424353897572
Episode#6199 Reward:-5.9711103001609445
step = 6200: loss = 5.604936814052053e-05
Episode#6200 Reward:-3.8063490939093754
Episode#6201 Reward:-2.7504442832432687
Episode#6202 Reward:-2.937623138539493
Episode#6203 Reward:-4.195539951324463
Episode#6204 Reward:-4.003146088885842
Episode#6205 Reward:-5.358356884680688
Episode#6206 Reward:-2.164611915126443
Episode#6207 Reward:-5.119274781085551
Episode#6208 Reward:-6.144397735595703
Episode#6209 Reward:-2.7624316215515137
Episode#6210 Reward:-3.284592901938595
Episode#6211 Reward:-3.088014978915453
Episode#6212 Reward:-2.8358818888664246
Episode#6213 Reward:-3.4004325484856963
